# gitter live-R baseline generated 2026-03-03 15:24:21Z
# source_repo	https://github.com/omarwagih/gitter.git
# source_ref	master
# row	col	size	circularity	flags
4	7	297	0.886906310706018	
4	8	300	0.99033498456467	
4	9	328	0.809525921160347	
4	10	334	0.739142669790548	
4	11	279	0.946251630065308	
4	12	298	0.758070917572253	
4	13	179	0.998811397197703	
4	14	177	0.940634119764086	
4	15	224	0.93494712141814	
4	16	208	0.94373288599334	
4	17	300	0.873414527922144	
4	18	298	0.983732751334239	
4	19	278	0.845366843317057	
4	20	283	0.978561824245533	
4	21	280	0.795011051675501	
4	22	290	0.809093031249536	
4	23	148	0.96949012599358	
4	24	156	1.06167692861514	
4	25	100	1.02755392362322	
4	26	98	1.00700284515076	
4	27	349	0.956923882539965	
4	28	325	0.802121720661929	
4	29	259	0.87841997199611	
4	30	229	0.897411936933058	
4	31	220	0.880260104840238	
4	32	226	0.943294863573659	
4	33	274	0.887572120319232	
4	34	280	0.968188377345403	
4	35	316	0.978675559431462	
4	36	369	0.910716661305391	
4	37	0	NA	
4	38	0	NA	
4	39	207	0.939195708656834	
4	40	214	0.920803049574272	
4	41	0	NA	
4	42	0	NA	
4	43	402	0.889626806155091	
4	44	410	0.921603587340916	
4	45	0	NA	
4	46	0	NA	
4	47	264	0.895377886513409	
4	48	292	0.990342207810286	
5	1	443	0.930321380939469	
5	2	402	0.881579623929179	
5	3	373	0.851728030025472	
5	4	362	0.864808723532633	
5	5	258	0.868093791060643	
5	6	299	0.864108627646904	
5	7	336	0.772283982690052	
5	8	342	0.954171781680488	
5	9	286	0.832655183285778	
5	10	279	0.864083800890436	
5	11	315	0.85754109963999	
5	12	292	0.750114364244953	
5	13	355	0.882152969849102	
5	14	318	0.984869708541788	
5	15	311	0.889506818136225	
5	16	314	0.87605245452536	
5	17	221	0.930638052062774	
5	18	209	0.829052542378426	
5	19	284	0.895972554571838	
5	20	277	0.821028524776592	
5	21	246	1.00519502508864	
5	22	244	0.997022707811496	
5	23	219	0.894868741847203	
5	24	233	0.932275474671706	
5	25	301	0.876325909681885	
5	26	293	0.853034855603961	
5	27	307	0.807667375403263	
5	28	311	0.785706808006678	
5	29	274	0.974027745536304	
5	30	307	0.909948581611602	
5	31	93	0.793185532927448	
5	32	80	1.10650100268046	
5	33	293	0.985858452638637	
5	34	299	0.870503146162404	
5	35	147	0.927520883958171	
5	36	171	0.887243248862595	
5	37	365	0.983697054126081	
5	38	366	0.979419229673291	
5	39	370	0.934763726567431	
5	40	366	0.956161275881434	
5	41	387	0.812718678157053	
5	42	381	0.97874511225112	
5	43	388	0.926922057267021	
5	44	404	0.980927191094495	
5	45	162	0.79424289397281	
5	46	155	0.918840587295103	
5	47	461	0.96812224969096	
5	48	498	0.883044326282837	
6	1	561	0.913654370549934	
6	2	444	0.79051149256208	
6	3	399	0.923135901586263	
6	4	368	0.873289569105107	
6	5	326	0.991329463745901	
6	6	328	0.915112118102924	
6	7	350	0.905380704187072	
6	8	334	0.94833461164149	
6	9	278	0.860986726335274	
6	10	281	0.870277950000762	
6	11	310	0.880190807212161	
6	12	283	0.876472099111088	
6	13	326	0.857653304174149	
6	14	310	0.942675256936286	
6	15	337	0.837424086870837	
6	16	305	0.944607739324671	
6	17	219	0.963082729812329	
6	18	229	0.871719833578725	
6	19	295	0.955597720781655	
6	20	300	0.873414527922144	
6	21	272	0.827121515763451	
6	22	291	0.760226588200812	
6	23	232	0.976959403070423	
6	24	247	0.895607856265067	
6	25	271	0.911834951075326	
6	26	297	0.828622863038318	
6	27	292	0.921211218080904	
6	28	329	0.831181800109959	
6	29	364	0.863797291180051	
6	30	324	0.888376326484094	
6	31	100	0.85288766981446	
6	32	83	0.959478476183185	
6	33	315	0.933660596767605	
6	34	306	0.991230178166734	
6	35	162	0.89101997634009	
6	36	171	0.887243248862595	
6	37	339	0.962531237564267	
6	38	329	0.91790209407275	
6	39	349	0.881709569113604	
6	40	322	0.861674841406556	
6	41	366	0.822699787723842	
6	42	377	0.915370175848081	
6	43	368	0.914457163111181	
6	44	394	0.926233448630829	
6	45	167	0.866489020819025	
6	46	175	0.89910968317032	
6	47	475	0.934034583714732	
6	48	503	0.812831570433534	
7	1	0	NA	
7	2	0	NA	
7	3	324	0.867026859055044	
7	4	309	0.915876585400603	
7	5	0	NA	
7	6	0	NA	
7	7	343	0.91787102671568	
7	8	305	0.887971436720847	
7	9	248	0.857538277077357	
7	10	227	0.927558010955777	
7	11	321	0.951444608134607	
7	12	312	0.90835110903903	
7	13	345	0.871604015312875	
7	14	327	0.912322142133098	
7	15	303	0.938413590214345	
7	16	270	0.851804893430973	
7	17	301	0.869888618467285	
7	18	278	0.988247128682819	
7	19	339	0.907166991418704	
7	20	313	0.934685775255837	
7	21	327	0.875054885527776	
7	22	300	0.998170526764161	
7	23	312	0.966287261210811	
7	24	305	0.944607739324671	
7	25	262	0.9238139972489	
7	26	319	0.970043248266695	
7	27	334	0.849649954594404	
7	28	346	0.94869817581326	
7	29	377	0.936821604600313	
7	30	374	0.94486928036816	
7	31	331	0.907569642179738	
7	32	303	0.860315530920274	
7	33	255	0.990792491937547	
7	34	292	0.88793927427547	
7	35	202	1.01367405017085	
7	36	194	0.842293309546515	
7	37	0	NA	
7	38	0	NA	
7	39	340	0.825532784584476	
7	40	346	0.832143737154646	
7	41	0	NA	
7	42	0	NA	
7	43	382	0.785308056656884	
7	44	406	0.969923596006213	
7	45	0	NA	
7	46	0	NA	
7	47	445	0.888009418039767	
7	48	469	0.930204886065745	
8	1	0	NA	
8	2	0	NA	
8	3	339	0.89185420280686	
8	4	302	0.935316515659182	
8	5	0	NA	
8	6	0	NA	
8	7	347	0.928575062012655	
8	8	292	0.897495257729707	
8	9	237	0.920854198389014	
8	10	236	0.985033574351254	
8	11	323	0.917102034611381	
8	12	311	0.785706808006678	
8	13	334	0.909265800888117	
8	14	325	0.884764626612688	
8	15	314	0.998278676209218	
8	16	326	0.991329463745901	
8	17	286	0.869693946721864	
8	18	289	0.856596547510596	
8	19	327	0.93526922678632	
8	20	326	0.991329463745901	
8	21	287	0.86618368161756	
8	22	321	0.934553544876695	
8	23	322	0.979165912043497	
8	24	331	0.901098742796307	
8	25	320	0.955589290996383	
8	26	334	0.93185197392188	
8	27	339	0.88562478831641	
8	28	348	0.95418198029773	
8	29	384	0.970133164869982	
8	30	389	0.92931103164142	
8	31	347	0.82897410791664	
8	32	309	0.915876585400603	
8	33	251	0.87494072087336	
8	34	287	0.965670224939552	
8	35	184	0.881584209238107	
8	36	194	0.920750958730385	
8	37	0	NA	
8	38	0	NA	
8	39	351	0.996603139778931	
8	40	347	0.91290090965776	
8	41	0	NA	
8	42	0	NA	
8	43	394	0.972418332125539	
8	44	427	0.966076429671218	
8	45	0	NA	
8	46	0	NA	
8	47	465	0.813173158077933	
8	48	509	0.960658066146527	
9	1	508	0.913444177299796	
9	2	411	0.832405475240284	
9	3	413	0.836456110156295	
9	4	388	0.832555534425098	
9	5	406	0.912612332830273	
9	6	394	0.845430104545074	
9	7	311	0.785706808006678	
9	8	311	0.838163791323866	
9	9	319	0.928730781357214	
9	10	320	0.924798531260901	
9	11	219	1.01613681936986	
9	12	199	0.944481653543024	
9	13	338	0.771807169299221	
9	14	332	0.867337550799552	
9	15	339	0.962531237564267	
9	16	333	0.841287353910688	
9	17	295	0.906716099418711	
9	18	296	0.846604560026761	
9	19	307	0.933552593159484	
9	20	295	0.937873278604202	
9	21	287	0.973384293292987	
9	22	318	0.842511990717926	
9	23	0	NA	
9	24	0	NA	
9	25	353	0.906816337597494	
9	26	313	0.995099444756323	
9	27	338	0.815168687532835	
9	28	328	0.931298660534158	
9	29	187	0.970260161036873	
9	30	181	0.985491676411671	
9	31	257	0.978305664758657	
9	32	244	0.827546228444212	
9	33	336	0.848866519261235	
9	34	310	1.00418743539767	
9	35	313	0.747748979187055	
9	36	329	0.836930643896883	
9	37	260	0.88181155489957	
9	38	258	0.935493226382135	
9	39	254	0.986907031184851	
9	40	249	0.947852570135819	
9	41	209	0.795587097021631	
9	42	221	0.824371423280519	
9	43	400	0.904989629668589	
9	44	388	0.858644778080038	
9	45	406	0.770839176553903	
9	46	429	0.838482985468269	
9	47	0	NA	
9	48	0	NA	
10	1	475	0.901843864194837	
10	2	403	0.872549418261489	
10	3	406	0.865680984861677	
10	4	355	0.890728435174877	
10	5	374	0.873409695502462	
10	6	353	0.90055704989467	
10	7	327	0.912322142133098	
10	8	296	0.883920094171654	
10	9	302	0.879237291441625	
10	10	297	0.843279579812942	
10	11	200	0.971215040687619	
10	12	211	0.796459143249184	
10	13	339	0.962531237564267	
10	14	314	0.937671991790201	
10	15	330	0.853644663947811	
10	16	339	0.986958416552023	
10	17	288	0.932922520627514	
10	18	282	0.93091488549079	
10	19	290	0.949838299115332	
10	20	277	0.976704111595211	
10	21	283	0.838812536143594	
10	22	287	0.888860397331739	
10	23	0	NA	
10	24	0	NA	
10	25	367	0.965517676785008	
10	26	355	0.882152969849102	
10	27	343	0.91787102671568	
10	28	354	0.826703294673453	
10	29	184	0.881584209238107	
10	30	186	0.96507160402598	
10	31	267	0.92323677411151	
10	32	245	0.888355970789236	
10	33	358	0.919660761642785	
10	34	362	0.859051152217524	
10	35	349	0.896540798361262	
10	36	346	0.82658513354224	
10	37	264	0.938479287670016	
10	38	268	0.891699003909317	
10	39	231	0.798755411309958	
10	40	253	0.917363512692558	
10	41	198	0.890134196553665	
10	42	199	0.856260779744299	
10	43	375	0.940910318846701	
10	44	390	0.93170000601582	
10	45	372	0.903229987839485	
10	46	436	0.839848592238783	
10	47	0	NA	
10	48	0	NA	
11	1	280	0.795011051675501	
11	2	253	0.928152129154512	
11	3	251	0.87494072087336	
11	4	233	0.86191223113516	
11	5	341	0.928322269769005	
11	6	314	0.87605245452536	
11	7	395	0.928584294947151	
11	8	393	0.923882602314507	
11	9	313	0.873262478555534	
11	10	316	0.881632406465012	
11	11	312	0.966287261210811	
11	12	337	0.8317385226556	
11	13	171	0.931044622466275	
11	14	176	0.935319802703272	
11	15	287	0.965670224939552	
11	16	264	0.930866012495075	
11	17	306	0.791561415660697	
11	18	310	0.985561750397636	
11	19	351	0.979281565408922	
11	20	345	0.88626525912503	
11	21	198	0.826426473396391	
11	22	208	0.868165184173987	
11	23	361	0.959234229476935	
11	24	371	0.86640373537811	
11	25	88	0.935319802703272	
11	26	63	1.10820478498953	
11	27	352	0.982071541378748	
11	28	283	0.832595684195371	
11	29	385	0.893179624331958	
11	30	352	0.86875952514769	
11	31	313	0.843553912168393	
11	32	328	0.87773089435202	
11	33	0	NA	
11	34	0	NA	
11	35	0	NA	
11	36	0	NA	
11	37	0	NA	
11	38	0	NA	
11	39	353	0.793478210564252	
11	40	358	0.883567926144525	
11	41	0	NA	
11	42	0	NA	
11	43	352	0.926055101439572	
11	44	374	0.79744997127652	
11	45	0	NA	
11	46	0	NA	
11	47	442	0.895190316438456	
11	48	512	0.890261070367245	
12	1	280	0.924312652260359	
12	2	244	0.741976653846625	
12	3	235	0.932188265353732	
12	4	233	0.886946380890144	
12	5	342	0.995692561831245	
12	6	353	0.922199263350126	
12	7	446	0.936621525731384	
12	8	443	0.910710652091622	
12	9	329	0.880406903176264	
12	10	311	0.938617160219725	
12	11	337	0.973928453234136	
12	12	339	0.89185420280686	
12	13	189	0.876939994798649	
12	14	180	0.882492104414233	
12	15	272	0.986256424712948	
12	16	261	0.94637105459588	
12	17	314	0.85481874694272	
12	18	326	0.810089769495231	
12	19	349	0.853130237977206	
12	20	370	0.990123264970266	
12	21	201	0.83894808662967	
12	22	206	0.934658531320327	
12	23	338	0.976818448644327	
12	24	354	0.9876514933184	
12	25	81	0.744702411879693	
12	26	79	0.881632406465012	
12	27	344	0.943214371328791	
12	28	317	0.963961472415493	
12	29	371	0.953056264160539	
12	30	333	0.841287353910688	
12	31	298	0.867591764402664	
12	32	300	0.866998623057095	
12	33	0	NA	
12	34	0	NA	
12	35	0	NA	
12	36	0	NA	
12	37	0	NA	
12	38	0	NA	
12	39	319	0.945516604345606	
12	40	302	0.935316515659182	
12	41	0	NA	
12	42	0	NA	
12	43	329	0.91790209407275	
12	44	367	0.882649570912587	
12	45	0	NA	
12	46	0	NA	
12	47	420	0.929460842251587	
12	48	481	0.894917212768857	
13	1	534	0.851575305022821	
13	2	447	0.924664195621492	
13	3	380	0.922654288653238	
13	4	363	0.932505185688075	
13	5	295	0.897061938052273	
13	6	306	0.818858700218653	
13	7	0	NA	
13	8	0	NA	
13	9	245	0.888355970789236	
13	10	226	0.984904768383292	
13	11	282	0.866759118766361	
13	12	260	0.916761982002725	
13	13	300	0.822570672670457	
13	14	269	0.995083219636729	
13	15	245	0.924798531260901	
13	16	251	0.966981636018049	
13	17	294	0.887310112876525	
13	18	188	0.872300100646276	
13	19	0	NA	
13	20	0	NA	
13	21	385	0.934794476661833	
13	22	368	0.827195414979163	
13	23	322	0.979165912043497	
13	24	318	0.925819399597473	
13	25	279	0.946251630065308	
13	26	291	0.918056385142271	
13	27	352	0.88928873446415	
13	28	337	0.917432858979926	
13	29	308	0.971688545099036	
13	30	279	0.946251630065308	
13	31	261	0.823411396983274	
13	32	283	0.909624897113658	
13	33	347	0.98524583904071	
13	34	369	0.963998663388659	
13	35	209	0.872339055251746	
13	36	213	0.870351790015773	
13	37	405	0.86354876568714	
13	38	382	0.898023292834966	
13	39	369	0.994477295815134	
13	40	389	0.804685396189621	
13	41	370	0.818810741983541	
13	42	405	0.896265812171173	
13	43	305	0.944607739324671	
13	44	352	0.989211443607306	
13	45	166	0.959478476183185	
13	46	173	0.941934033255354	
13	47	385	0.865408246649397	
13	48	429	0.914722025876008	
14	1	550	0.912877118438116	
14	2	434	0.791436027260522	
14	3	370	0.749367459462056	
14	4	359	0.753917326765845	
14	5	303	0.882148673201366	
14	6	301	0.876325909681885	
14	7	0	NA	
14	8	0	NA	
14	9	256	0.829264462780012	
14	10	231	0.916321231049839	
14	11	300	0.905418482527066	
14	12	267	0.881398136262557	
14	13	287	0.814886327967388	
14	14	285	0.882666248221414	
14	15	239	1.00643662643893	
14	16	250	0.924798531260901	
14	17	228	0.923544760850534	
14	18	207	1.00520756711169	
14	19	0	NA	
14	20	0	NA	
14	21	382	0.878013337463095	
14	22	376	0.934336666657077	
14	23	327	0.93526922678632	
14	24	317	0.956725529870266	
14	25	255	0.924615398168389	
14	26	252	0.959272480619383	
14	27	351	0.886762346013968	
14	28	333	0.96949012599358	
14	29	314	0.937671991790201	
14	30	288	0.882424565789344	
14	31	277	0.914409302414712	
14	32	298	0.991516056585734	
14	33	361	0.982769323714401	
14	34	381	0.962553999519435	
14	35	200	0.980546782682482	
14	36	217	0.868256557956053	
14	37	384	0.888431544383772	
14	38	364	0.919605395866337	
14	39	409	0.977090519129411	
14	40	410	0.957481216994677	
14	41	385	0.82611824936511	
14	42	402	0.976071115891057	
14	43	333	0.841287353910688	
14	44	331	0.870807495955961	
14	45	177	0.987651493318399	
14	46	182	0.904517411338234	
14	47	390	0.836847057798423	
14	48	459	0.866290869079089	
15	1	120	0.807529107963389	
15	2	121	0.792623684089346	
15	3	388	0.872151687532379	
15	4	354	0.826703294673453	
15	5	321	0.824612023707637	
15	6	326	0.887486979309958	
15	7	349	0.902793902175109	
15	8	342	0.884686288091368	
15	9	201	0.985449516595894	
15	10	188	0.75222227140893	
15	11	372	0.918120861803808	
15	12	368	0.914457163111181	
15	13	184	1.00182579259529	
15	14	162	0.89101997634009	
15	15	396	0.961502890280743	
15	16	354	0.931316778152297	
15	17	320	0.871152863126339	
15	18	345	0.843352240980332	
15	19	387	0.889505658634078	
15	20	391	0.913110136207119	
15	21	353	0.928685939795934	
15	22	355	0.815954803139787	
15	23	220	0.938176436795906	
15	24	218	0.938014321528931	
15	25	373	0.920588928636614	
15	26	356	0.81290932624415	
15	27	343	0.940472469086556	
15	28	323	0.923828624623796	
15	29	349	0.721941396581433	
15	30	362	0.832044052779163	
15	31	262	0.931369596096758	
15	32	311	0.867682526615882	
15	33	0	NA	
15	34	0	NA	
15	35	58	0.976959403070423	
15	36	74	1.12676450104499	
15	37	0	NA	
15	38	0	NA	
15	39	352	0.941955106133875	
15	40	358	0.889607783678812	
15	41	0	NA	
15	42	0	NA	
15	43	383	0.748575718961182	
15	44	418	0.925034838240865	
15	45	0	NA	
15	46	0	NA	
15	47	403	0.926281086381223	
15	48	469	0.768058900491536	
16	1	119	0.809868939135909	
16	2	112	0.888553921018026	
16	3	384	0.806418533365138	
16	4	353	0.928685939795934	
16	5	310	0.918840587295103	
16	6	312	0.885869457581272	
16	7	344	0.983891785977046	
16	8	337	0.956852587195156	
16	9	166	0.852869756607275	
16	10	187	0.867660206493902	
16	11	363	0.954994323359559	
16	12	374	0.92305699546942	
16	13	202	0.888322883205893	
16	14	181	0.939128818971518	
16	15	421	0.931673844256948	
16	16	394	0.995397049371805	
16	17	378	0.888619907569678	
16	18	355	0.990441469288226	
16	19	359	0.984342904962314	
16	20	341	0.992781180071504	
16	21	356	0.936578454865022	
16	22	364	0.919605395866337	
16	23	231	0.762557938114796	
16	24	247	0.870923882902589	
16	25	394	0.92011609633147	
16	26	384	0.932366439060114	
16	27	350	0.836141031039838	
16	28	330	0.883082912000508	
16	29	367	0.843536373950146	
16	30	355	0.829038614714903	
16	31	285	0.985477455512285	
16	32	305	0.836280183881631	
16	33	0	NA	
16	34	0	NA	
16	35	67	0.96379149415884	
16	36	67	1.12855655182273	
16	37	0	NA	
16	38	0	NA	
16	39	383	0.834554261705312	
16	40	388	0.920750958730384	
16	41	0	NA	
16	42	0	NA	
16	43	407	0.950475256870326	
16	44	426	0.881223595827194	
16	45	0	NA	
16	46	0	NA	
16	47	448	0.926732795611697	
16	48	495	0.9079749089555	
17	1	408	0.937773407552206	
17	2	366	0.979419229673291	
17	3	362	0.878949611822295	
17	4	332	0.926272021982228	
17	5	340	0.965370562748822	
17	6	335	0.787533515967837	
17	7	255	1.0115234368732	
17	8	271	0.911834951075326	
17	9	352	0.854669235805104	
17	10	333	0.929061997952054	
17	11	252	0.932196919510988	
17	12	268	0.991384025511686	
17	13	0	NA	
17	14	0	NA	
17	15	0	NA	
17	16	0	NA	
17	17	337	0.956852587195156	
17	18	309	0.826886726691385	
17	19	295	0.955597720781655	
17	20	308	0.979203287491845	
17	21	361	0.912026230515791	
17	22	410	0.907330822197978	
17	23	0	NA	
17	24	0	NA	
17	25	289	0.928910230621368	
17	26	286	0.832655183285778	
17	27	123	1.04905183387179	
17	28	112	0.915299535040062	
17	29	312	0.948757032787488	
17	30	302	0.842572742887448	
17	31	165	0.876862315034318	
17	32	170	1.05633614618549	
17	33	287	0.92968320631978	
17	34	292	0.865488553194097	
17	35	0	NA	
17	36	0	NA	
17	37	428	0.983742692236138	
17	38	429	0.920531763578266	
17	39	0	NA	
17	40	0	NA	
17	41	422	0.933886846262309	
17	42	432	0.888097069308309	
17	43	0	NA	
17	44	0	NA	
17	45	450	0.959498628541267	
17	46	437	0.841774850477863	
17	47	266	0.861657605857357	
17	48	272	0.940525852278392	
18	1	390	0.946934664670428	
18	2	342	0.915195017891436	
18	3	360	0.756017375029817	
18	4	322	0.914262709426826	
18	5	352	0.982071541378748	
18	6	326	0.932409076245689	
18	7	258	1.00244887419564	
18	8	245	0.808773570727814	
18	9	326	0.823602634759412	
18	10	319	0.980482832930742	
18	11	279	0.842039188750171	
18	12	255	0.999301501825022	
18	13	0	NA	
18	14	0	NA	
18	15	0	NA	
18	16	0	NA	
18	17	322	0.813497080958683	
18	18	310	0.835468730901603	
18	19	326	0.878589697657815	
18	20	307	0.893794200240328	
18	21	382	0.927510363856676	
18	22	425	0.920182388985441	
18	23	0	NA	
18	24	0	NA	
18	25	304	0.934378624485722	
18	26	278	0.988247128682819	
18	27	102	1.04810500209569	
18	28	103	1.02379443261361	
18	29	318	0.942552602451106	
18	30	320	0.908584059057715	
18	31	175	1.04842197156102	
18	32	159	0.952566248446874	
18	33	282	0.994334149710648	
18	34	301	0.88555230015126	
18	35	0	NA	
18	36	0	NA	
18	37	431	0.939145918524777	
18	38	421	0.931673844256948	
18	39	0	NA	
18	40	0	NA	
18	41	444	0.912766432344651	
18	42	436	0.915621043091667	
18	43	0	NA	
18	44	0	NA	
18	45	466	0.867009191580639	
18	46	447	0.899765116943192	
18	47	251	0.828580270419108	
18	48	229	1.00705911016906	
19	1	452	0.915443491018512	
19	2	408	0.838758343235625	
19	3	331	0.885758920824752	
19	4	311	0.867682526615882	
19	5	319	0.762082825433453	
19	6	289	0.918797889886828	
19	7	331	0.885758920824752	
19	8	324	0.832318678134811	
19	9	349	0.933927079661143	
19	10	330	0.978120625185109	
19	11	350	0.869728280132917	
19	12	339	0.850582928237418	
19	13	303	0.830796379397162	
19	14	323	0.8643508502308	
19	15	310	0.843929336153641	
19	16	323	0.940376308396176	
19	17	228	0.885885051614748	
19	18	216	0.846467154487077	
19	19	364	0.850056495087957	
19	20	339	0.870851950270681	
19	21	327	0.831842919617874	
19	22	343	0.91787102671568	
19	23	169	0.87686613484081	
19	24	187	1.02852305910862	
19	25	208	0.94373288599334	
19	26	200	0.927978830474761	
19	27	363	0.767122441975547	
19	28	367	0.927184561216884	
19	29	201	0.821317886352913	
19	30	207	0.828244735008769	
19	31	406	0.884671097264639	
19	32	411	0.929876844484475	
19	33	0	NA	
19	34	0	NA	
19	35	262	0.864892553186479	
19	36	258	0.835743091395481	
19	37	0	NA	
19	38	0	NA	
19	39	0	NA	
19	40	0	NA	
19	41	0	NA	
19	42	0	NA	
19	43	466	0.910799699832665	
19	44	448	0.810253719260735	
19	45	0	NA	
19	46	0	NA	
19	47	414	0.966822497160479	
19	48	482	0.976203014758679	
20	1	450	0.83724063564654	
20	2	378	0.793818243781308	
20	3	327	0.881284758080078	
20	4	312	0.984307876853569	
20	5	293	0.993733790713746	
20	6	304	0.977123564390643	
20	7	317	0.922908017837733	
20	8	319	0.987966783096951	
20	9	331	0.973813326744409	
20	10	324	0.805119893608757	
20	11	312	0.815088300751386	
20	12	337	0.871752278031552	
20	13	277	0.857889651780111	
20	14	278	0.845366843317057	
20	15	283	0.854111435183865	
20	16	318	0.984869708541788	
20	17	236	0.936155023929706	
20	18	236	0.898366291373708	
20	19	332	0.949569979489475	
20	20	351	0.880692058440512	
20	21	308	0.778127642656132	
20	22	318	0.925819399597473	
20	23	173	0.999938411925849	
20	24	165	0.920692070042576	
20	25	204	1.00015771833613	
20	26	193	0.916004819767857	
20	27	334	0.863991871995663	
20	28	328	0.972192621396109	
20	29	211	0.880686797407266	
20	30	227	0.927558010955777	
20	31	414	0.856400395944737	
20	32	440	0.904543311332537	
20	33	0	NA	
20	34	0	NA	
20	35	247	0.895607856265067	
20	36	275	0.890811434626966	
20	37	0	NA	
20	38	0	NA	
20	39	0	NA	
20	40	0	NA	
20	41	0	NA	
20	42	0	NA	
20	43	429	0.887429395797808	
20	44	436	0.839848592238783	
20	45	0	NA	
20	46	0	NA	
20	47	427	0.872394869335059	
20	48	520	0.851579164724091	
21	1	450	0.897987051950327	
21	2	399	0.946854723024287	
21	3	363	0.815956346840859	
21	4	352	0.919586800847718	
21	5	319	0.962761653087113	
21	6	322	0.971815837912384	
